date;annee;mois;jour;jour_semaine;saison;jour_ferie;temperature_C;humidite_pct;vitesse_vent_kmh;production_totale_MWh;ventes_totales_MWh;ventes_BT_MWh;ventes_MT_MWh;ventes_HT_MWh;pointe_max_mois_MW;taux_thermique_pct;taux_renouvelable_pct;nb_clients;prix_moyen_FCFA_kWh;conso_J_moins_1;conso_J_moins_7;conso_mois_precedent
11/10/2022;2022;10;11;2;Hivernage;0;29.2;84.3;15.9;19073.41;15697.52;9511.39;4026.31;1541.77;957;78.6;21.4;2198624;110.18;18600.65;19455.18;18799.11
12/10/2022;2022;10;12;3;Hivernage;0;28.4;75.9;15.4;19499.16;16047.92;9723.71;4116.19;1576.18;957;78.6;21.4;2198624;110.18;19073.41;17927.81;18115.9
13/10/2022;2022;10;13;4;Hivernage;0;25.4;88.9;14.3;18119.27;14912.26;9035.59;3824.9;1464.64;957;78.6;21.4;2198624;110.18;19499.16;18967.26;18656.86
14/10/2022;2022;10;14;5;Hivernage;0;25.7;82.1;11.1;17507.3;14408.61;8730.42;3695.71;1415.18;957;78.6;21.4;2198624;110.18;18119.27;19854.84;19027.93
15/10/2022;2022;10;15;6;Hivernage;0;29.2;77.8;9.7;17017.88;14005.81;8486.36;3592.4;1375.61;957;78.6;21.4;2198624;110.18;17507.3;17916.9;18509.51
16/10/2022;2022;10;16;7;Hivernage;0;24.7;75.4;16.0;17685.34;14555.13;8819.2;3733.3;1429.57;957;78.6;21.4;2198624;110.18;17017.88;17960.42;18287.63
17/10/2022;2022;10;17;1;Hivernage;0;24.6;93.3;13.4;18718.56;15405.48;9334.44;3951.4;1513.09;957;78.6;21.4;2198624;110.18;17685.34;18600.65;16909.23
18/10/2022;2022;10;18;2;Hivernage;0;21.0;93.5;10.7;16086.04;13238.9;8021.67;3395.69;1300.29;957;78.6;21.4;2198624;110.18;18718.56;19073.41;18233.3
19/10/2022;2022;10;19;3;Hivernage;0;28.0;94.2;15.1;19983.83;16446.8;9965.4;4218.5;1615.36;957;78.6;21.4;2198624;110.18;16086.04;19499.16;18968.4
20/10/2022;2022;10;20;4;Hivernage;0;27.2;86.3;14.6;19286.15;15872.6;9617.48;4071.22;1558.97;957;78.6;21.4;2198624;110.18;19983.83;18119.27;18471.0
21/10/2022;2022;10;21;5;Hivernage;0;26.2;81.7;13.4;17889.81;14723.42;8921.17;3776.46;1446.1;957;78.6;21.4;2198624;110.18;19286.15;17507.3;18263.97
22/10/2022;2022;10;22;6;Hivernage;0;22.6;81.5;11.8;15434.76;12702.89;7696.9;3258.21;1247.65;957;78.6;21.4;2198624;110.18;17889.81;17017.88;18943.18
23/10/2022;2022;10;23;7;Hivernage;0;26.4;89.0;10.9;17645.65;14522.47;8799.41;3724.92;1426.36;957;78.6;21.4;2198624;110.18;15434.76;17685.34;16675.22
24/10/2022;2022;10;24;1;Hivernage;0;24.0;86.7;13.6;17146.74;14111.86;8550.62;3619.6;1386.03;957;78.6;21.4;2198624;110.18;17645.65;18718.56;16079.3
25/10/2022;2022;10;25;2;Hivernage;0;27.1;77.2;11.3;18769.52;15447.42;9359.86;3962.16;1517.21;957;78.6;21.4;2198624;110.18;17146.74;16086.04;16900.87
26/10/2022;2022;10;26;3;Hivernage;0;24.8;83.6;14.9;16914.47;13920.7;8434.79;3570.57;1367.26;957;78.6;21.4;2198624;110.18;18769.52;19983.83;19306.96
27/10/2022;2022;10;27;4;Hivernage;0;26.0;84.8;16.7;18556.49;15272.09;9253.62;3917.19;1499.99;957;78.6;21.4;2198624;110.18;16914.47;19286.15;19195.08
28/10/2022;2022;10;28;5;Hivernage;0;26.3;79.9;15.1;18563.67;15278.01;9257.2;3918.71;1500.57;957;78.6;21.4;2198624;110.18;18556.49;17889.81;18221.57
29/10/2022;2022;10;29;6;Hivernage;0;26.1;82.2;12.7;16469.61;13554.58;8212.95;3476.66;1331.3;957;78.6;21.4;2198624;110.18;18563.67;15434.76;19416.56
30/10/2022;2022;10;30;7;Hivernage;0;23.2;90.7;12.6;15413.24;12685.18;7686.17;3253.67;1245.91;957;78.6;21.4;2198624;110.18;16469.61;17645.65;18406.18
31/10/2022;2022;10;31;1;Hivernage;0;24.6;86.5;16.5;17798.75;14648.47;8875.76;3757.24;1438.73;957;78.6;21.4;2198624;110.18;15413.24;17146.74;17802.36
01/11/2022;2022;11;1;2;Saison_fraiche;1;22.7;74.4;20.3;13968.19;13524.58;8194.78;3468.97;1328.35;900;78.6;21.4;2198624;110.18;17798.75;18769.52;17592.45
02/11/2022;2022;11;2;3;Saison_fraiche;0;21.6;74.5;16.8;17134.33;14101.65;8544.43;3616.98;1385.03;900;78.6;21.4;2198624;110.18;13968.19;16914.47;20517.13
03/11/2022;2022;11;3;4;Saison_fraiche;0;23.6;72.4;15.7;17269.17;14212.62;8611.67;3645.44;1395.93;900;78.6;21.4;2198624;110.18;17134.33;18556.49;19455.18
04/11/2022;2022;11;4;5;Saison_fraiche;0;25.9;84.1;13.3;17448.49;14360.2;8701.09;3683.3;1410.42;900;78.6;21.4;2198624;110.18;17269.17;18563.67;17927.81
05/11/2022;2022;11;5;6;Saison_fraiche;0;23.8;85.9;19.3;15397.03;12671.84;7678.09;3250.25;1244.6;900;78.6;21.4;2198624;110.18;17448.49;16469.61;18967.26
06/11/2022;2022;11;6;7;Saison_fraiche;0;27.4;70.2;19.3;17165.22;14127.07;8559.83;3623.5;1387.52;900;78.6;21.4;2198624;110.18;15397.03;15413.24;19854.84
07/11/2022;2022;11;7;1;Saison_fraiche;0;23.2;72.0;14.0;16734.66;13772.72;8345.12;3532.61;1352.72;900;78.6;21.4;2198624;110.18;17165.22;17798.75;17916.9
08/11/2022;2022;11;8;2;Saison_fraiche;0;22.7;66.9;14.5;17024.42;14011.19;8489.62;3593.78;1376.14;900;78.6;21.4;2198624;110.18;16734.66;13968.19;17960.42
09/11/2022;2022;11;9;3;Saison_fraiche;0;24.5;65.2;17.7;17707.98;14573.77;8830.49;3738.08;1431.4;900;78.6;21.4;2198624;110.18;17024.42;17134.33;18600.65
10/11/2022;2022;11;10;4;Saison_fraiche;0;20.0;74.9;13.6;17087.94;14063.47;8521.3;3607.19;1381.28;900;78.6;21.4;2198624;110.18;17707.98;17269.17;19073.41
11/11/2022;2022;11;11;5;Saison_fraiche;1;27.3;75.1;15.9;15047.16;14569.29;8827.78;3736.93;1430.96;900;78.6;21.4;2198624;110.18;17087.94;17448.49;19499.16
12/11/2022;2022;11;12;6;Saison_fraiche;0;25.1;73.4;14.2;16573.98;13640.48;8265.0;3498.69;1339.73;900;78.6;21.4;2198624;110.18;15047.16;15397.03;18119.27
13/11/2022;2022;11;13;7;Saison_fraiche;0;24.3;65.9;14.2;15958.62;13134.04;7958.14;3368.79;1289.99;900;78.6;21.4;2198624;110.18;16573.98;17165.22;17507.3
14/11/2022;2022;11;14;1;Saison_fraiche;0;22.5;79.2;17.2;17688.25;14557.53;8820.66;3733.91;1429.8;900;78.6;21.4;2198624;110.18;15958.62;16734.66;17017.88
15/11/2022;2022;11;15;2;Saison_fraiche;0;21.8;71.4;16.3;17576.95;14465.93;8765.15;3710.42;1420.81;900;78.6;21.4;2198624;110.18;17688.25;17024.42;17685.34
16/11/2022;2022;11;16;3;Saison_fraiche;0;28.6;75.0;15.4;18702.19;15392.0;9326.28;3947.95;1511.76;900;78.6;21.4;2198624;110.18;17576.95;17707.98;18718.56
17/11/2022;2022;11;17;4;Saison_fraiche;0;24.3;72.2;17.9;17917.37;14746.09;8934.91;3782.28;1448.32;900;78.6;21.4;2198624;110.18;18702.19;17087.94;16086.04
18/11/2022;2022;11;18;5;Saison_fraiche;0;22.4;66.3;17.0;15679.11;12903.99;7818.75;3309.79;1267.4;900;78.6;21.4;2198624;110.18;17917.37;15047.16;19983.83
19/11/2022;2022;11;19;6;Saison_fraiche;0;21.8;62.2;21.0;15662.15;12890.04;7810.29;3306.21;1266.03;900;78.6;21.4;2198624;110.18;15679.11;16573.98;19286.15
20/11/2022;2022;11;20;7;Saison_fraiche;0;24.0;77.2;15.8;16009.27;13175.72;7983.39;3379.49;1294.09;900;78.6;21.4;2198624;110.18;15662.15;15958.62;17889.81
21/11/2022;2022;11;21;1;Saison_fraiche;0;25.8;71.5;16.6;18010.64;14822.86;8981.42;3801.97;1455.86;900;78.6;21.4;2198624;110.18;16009.27;17688.25;15434.76
22/11/2022;2022;11;22;2;Saison_fraiche;0;22.7;78.0;14.5;16882.26;13894.19;8418.73;3563.77;1364.65;900;78.6;21.4;2198624;110.18;18010.64;17576.95;17645.65
23/11/2022;2022;11;23;3;Saison_fraiche;0;25.1;68.5;16.0;17655.03;14530.19;8804.09;3726.9;1427.12;900;78.6;21.4;2198624;110.18;16882.26;18702.19;17146.74
24/11/2022;2022;11;24;4;Saison_fraiche;0;26.2;75.4;17.6;17907.75;14738.18;8930.11;3780.25;1447.55;900;78.6;21.4;2198624;110.18;17655.03;17917.37;18769.52
25/11/2022;2022;11;25;5;Saison_fraiche;0;26.8;75.8;13.4;18091.67;14889.54;9021.83;3819.07;1462.41;900;78.6;21.4;2198624;110.18;17907.75;15679.11;16914.47
26/11/2022;2022;11;26;6;Saison_fraiche;0;21.9;71.5;15.6;15070.14;12402.81;7515.07;3181.24;1218.17;900;78.6;21.4;2198624;110.18;18091.67;15662.15;18556.49
27/11/2022;2022;11;27;7;Saison_fraiche;0;24.1;75.6;17.0;15936.28;13115.64;7946.99;3364.08;1288.18;900;78.6;21.4;2198624;110.18;15070.14;16009.27;18563.67
28/11/2022;2022;11;28;1;Saison_fraiche;0;24.1;63.1;15.7;16718.34;13759.28;8336.98;3529.17;1351.4;900;78.6;21.4;2198624;110.18;15936.28;18010.64;16469.61
29/11/2022;2022;11;29;2;Saison_fraiche;0;21.6;76.0;18.4;17733.89;14595.09;8843.41;3743.55;1433.49;900;78.6;21.4;2198624;110.18;16718.34;16882.26;15413.24
30/11/2022;2022;11;30;3;Saison_fraiche;0;23.6;80.5;15.3;17341.47;14272.13;8647.73;3660.71;1401.77;900;78.6;21.4;2198624;110.18;17733.89;17655.03;17798.75
01/12/2022;2022;12;1;4;Saison_fraiche;0;20.8;65.5;17.3;14688.75;12088.92;7324.88;3100.73;1187.34;841;78.6;21.4;2198624;110.18;17341.47;17907.75;13968.19
02/12/2022;2022;12;2;5;Saison_fraiche;0;22.3;67.0;19.4;15545.73;12794.22;7752.24;3281.63;1256.62;841;78.6;21.4;2198624;110.18;14688.75;18091.67;17134.33
03/12/2022;2022;12;3;6;Saison_fraiche;0;23.9;59.6;18.9;12936.12;10646.5;6450.89;2730.76;1045.67;841;78.6;21.4;2198624;110.18;15545.73;15070.14;17269.17
04/12/2022;2022;12;4;7;Saison_fraiche;0;19.3;65.9;13.4;12770.12;10509.88;6368.11;2695.71;1032.25;841;78.6;21.4;2198624;110.18;12936.12;15936.28;17448.49
05/12/2022;2022;12;5;1;Saison_fraiche;0;23.1;70.8;11.8;15113.04;12438.12;7536.47;3190.3;1221.64;841;78.6;21.4;2198624;110.18;12770.12;16718.34;15397.03
06/12/2022;2022;12;6;2;Saison_fraiche;0;20.9;69.0;17.4;14060.25;11571.66;7011.47;2968.06;1136.54;841;78.6;21.4;2198624;110.18;15113.04;17733.89;17165.22
07/12/2022;2022;12;7;3;Saison_fraiche;0;22.0;69.9;15.1;15279.78;12575.34;7619.62;3225.49;1235.12;841;78.6;21.4;2198624;110.18;14060.25;17341.47;16734.66
08/12/2022;2022;12;8;4;Saison_fraiche;0;24.4;66.2;15.1;15763.06;12973.08;7860.61;3327.51;1274.18;841;78.6;21.4;2198624;110.18;15279.78;14688.75;17024.42
09/12/2022;2022;12;9;5;Saison_fraiche;0;21.1;62.6;20.4;14888.36;12253.2;7424.42;3142.87;1203.48;841;78.6;21.4;2198624;110.18;15763.06;15545.73;17707.98
10/12/2022;2022;12;10;6;Saison_fraiche;0;19.3;58.9;16.6;14185.55;11674.78;7073.95;2994.51;1146.67;841;78.6;21.4;2198624;110.18;14888.36;12936.12;17087.94
11/12/2022;2022;12;11;7;Saison_fraiche;0;20.7;72.2;20.7;13372.82;11005.9;6668.66;2822.94;1080.97;841;78.6;21.4;2198624;110.18;14185.55;12770.12;15047.16
12/12/2022;2022;12;12;1;Saison_fraiche;0;23.4;64.6;15.8;16882.54;13894.43;8418.87;3563.83;1364.67;841;78.6;21.4;2198624;110.18;13372.82;15113.04;16573.98
13/12/2022;2022;12;13;2;Saison_fraiche;0;23.5;68.5;20.1;16375.8;13477.38;8166.17;3456.86;1323.71;841;78.6;21.4;2198624;110.18;16882.54;14060.25;15958.62
14/12/2022;2022;12;14;3;Saison_fraiche;0;22.1;63.2;15.6;15511.16;12765.77;7735.0;3274.34;1253.82;841;78.6;21.4;2198624;110.18;16375.8;15279.78;17688.25
15/12/2022;2022;12;15;4;Saison_fraiche;0;26.0;67.7;17.4;15926.28;13107.42;7942.01;3361.97;1287.38;841;78.6;21.4;2198624;110.18;15511.16;15763.06;17576.95
16/12/2022;2022;12;16;5;Saison_fraiche;0;19.3;62.1;15.7;15261.36;12560.18;7610.43;3221.61;1233.63;841;78.6;21.4;2198624;110.18;15926.28;14888.36;18702.19
17/12/2022;2022;12;17;6;Saison_fraiche;0;19.9;69.7;18.4;14170.67;11662.54;7066.53;2991.37;1145.46;841;78.6;21.4;2198624;110.18;15261.36;14185.55;17917.37
18/12/2022;2022;12;18;7;Saison_fraiche;0;24.0;63.2;20.0;13609.3;11200.53;6786.59;2872.86;1100.09;841;78.6;21.4;2198624;110.18;14170.67;13372.82;15679.11
19/12/2022;2022;12;19;1;Saison_fraiche;0;21.4;65.7;18.1;15864.03;13056.19;7910.97;3348.83;1282.34;841;78.6;21.4;2198624;110.18;13609.3;16882.54;15662.15
20/12/2022;2022;12;20;2;Saison_fraiche;0;22.9;77.8;18.9;15025.04;12365.69;7492.58;3171.72;1214.53;841;78.6;21.4;2198624;110.18;15864.03;16375.8;16009.27
21/12/2022;2022;12;21;3;Saison_fraiche;0;22.1;68.3;18.0;16162.13;13301.52;8059.62;3411.75;1306.44;841;78.6;21.4;2198624;110.18;15025.04;15511.16;18010.64
22/12/2022;2022;12;22;4;Saison_fraiche;0;23.1;72.4;15.3;15243.95;12545.86;7601.75;3217.93;1232.22;841;78.6;21.4;2198624;110.18;16162.13;15926.28;16882.26
23/12/2022;2022;12;23;5;Saison_fraiche;0;19.9;57.2;14.8;15914.95;13098.09;7936.36;3359.57;1286.46;841;78.6;21.4;2198624;110.18;15243.95;15261.36;17655.03
24/12/2022;2022;12;24;6;Saison_fraiche;0;21.6;65.6;18.6;14073.53;11582.59;7018.09;2970.86;1137.61;841;78.6;21.4;2198624;110.18;15914.95;14170.67;17907.75
25/12/2022;2022;12;25;7;Saison_fraiche;1;23.7;64.1;17.6;12127.82;11742.66;7115.08;3011.92;1153.33;841;78.6;21.4;2198624;110.18;14073.53;13609.3;18091.67
26/12/2022;2022;12;26;1;Saison_fraiche;0;21.5;75.0;18.5;15383.92;12661.05;7671.55;3247.48;1243.54;841;78.6;21.4;2198624;110.18;12127.82;15864.03;15070.14
27/12/2022;2022;12;27;2;Saison_fraiche;0;23.3;72.9;14.4;15629.91;12863.5;7794.22;3299.4;1263.42;841;78.6;21.4;2198624;110.18;15383.92;15025.04;15936.28
28/12/2022;2022;12;28;3;Saison_fraiche;0;22.8;63.7;18.2;15072.54;12404.78;7516.27;3181.75;1218.37;841;78.6;21.4;2198624;110.18;15629.91;16162.13;16718.34
29/12/2022;2022;12;29;4;Saison_fraiche;0;24.5;67.1;20.4;15999.41;13167.6;7978.48;3377.4;1293.29;841;78.6;21.4;2198624;110.18;15072.54;15243.95;17733.89
30/12/2022;2022;12;30;5;Saison_fraiche;0;22.5;80.0;13.5;15673.16;12899.1;7815.78;3308.53;1266.92;841;78.6;21.4;2198624;110.18;15999.41;15914.95;17341.47
31/12/2022;2022;12;31;6;Saison_fraiche;0;23.5;68.9;18.3;15058.87;12393.54;7509.45;3178.86;1217.26;841;78.6;21.4;2198624;110.18;15673.16;14073.53;14688.75
01/01/2023;2023;1;1;7;Saison_fraiche;1;21.7;58.9;16.3;10958.29;10471.21;6399.21;2557.2;1024.66;784;80.5;19.5;2410431;128.72;15058.87;12127.82;15545.73
02/01/2023;2023;1;2;1;Saison_fraiche;0;20.8;67.9;18.8;14861.12;12070.48;7376.55;2947.76;1181.16;784;80.5;19.5;2410431;128.72;10958.29;15383.92;12936.12
03/01/2023;2023;1;3;2;Saison_fraiche;0;19.6;67.2;16.8;14316.98;11628.52;7106.46;2839.83;1137.91;784;80.5;19.5;2410431;128.72;14861.12;15629.91;12770.12
04/01/2023;2023;1;4;3;Saison_fraiche;0;21.7;65.1;19.3;13687.65;11117.36;6794.08;2715.0;1087.89;784;80.5;19.5;2410431;128.72;14316.98;15072.54;15113.04
05/01/2023;2023;1;5;4;Saison_fraiche;0;21.8;67.1;17.1;13651.17;11087.73;6775.98;2707.76;1084.99;784;80.5;19.5;2410431;128.72;13687.65;15999.41;14060.25
06/01/2023;2023;1;6;5;Saison_fraiche;0;23.4;63.1;17.2;15512.79;12599.78;7700.02;3077.02;1232.95;784;80.5;19.5;2410431;128.72;13651.17;15673.16;15279.78
07/01/2023;2023;1;7;6;Saison_fraiche;0;22.4;69.7;14.5;12398.68;10070.44;6154.29;2459.33;985.44;784;80.5;19.5;2410431;128.72;15512.79;15058.87;15763.06
08/01/2023;2023;1;8;7;Saison_fraiche;0;18.9;71.3;23.1;12152.04;9870.11;6031.86;2410.4;965.84;784;80.5;19.5;2410431;128.72;12398.68;10958.29;14888.36
09/01/2023;2023;1;9;1;Saison_fraiche;0;20.9;65.9;22.0;14813.58;12031.87;7352.96;2938.33;1177.38;784;80.5;19.5;2410431;128.72;12152.04;14861.12;14185.55
10/01/2023;2023;1;10;2;Saison_fraiche;0;26.1;71.0;19.2;15731.6;12777.5;7808.63;3120.42;1250.34;784;80.5;19.5;2410431;128.72;14813.58;14316.98;13372.82
11/01/2023;2023;1;11;3;Saison_fraiche;0;23.6;62.2;18.0;14078.67;11434.96;6988.18;2792.56;1118.97;784;80.5;19.5;2410431;128.72;15731.6;13687.65;16882.54
12/01/2023;2023;1;12;4;Saison_fraiche;0;21.7;62.7;19.9;14524.95;11797.44;7209.69;2881.08;1154.44;784;80.5;19.5;2410431;128.72;14078.67;13651.17;16375.8
13/01/2023;2023;1;13;5;Saison_fraiche;0;22.2;72.4;17.6;13592.38;11039.99;6746.8;2696.1;1080.32;784;80.5;19.5;2410431;128.72;14524.95;15512.79;15511.16
14/01/2023;2023;1;14;6;Saison_fraiche;0;20.6;55.7;17.8;12732.87;10341.88;6320.17;2525.61;1012.01;784;80.5;19.5;2410431;128.72;13592.38;12398.68;15926.28
15/01/2023;2023;1;15;7;Saison_fraiche;0;25.0;68.2;21.7;13117.52;10654.29;6511.09;2601.91;1042.58;784;80.5;19.5;2410431;128.72;12732.87;12152.04;15261.36
16/01/2023;2023;1;16;1;Saison_fraiche;0;24.4;67.9;16.1;14599.96;11858.36;7246.93;2895.96;1160.4;784;80.5;19.5;2410431;128.72;13117.52;14813.58;14170.67
17/01/2023;2023;1;17;2;Saison_fraiche;0;21.3;70.4;21.1;15100.65;12265.03;7495.45;2995.27;1200.2;784;80.5;19.5;2410431;128.72;14599.96;15731.6;13609.3
18/01/2023;2023;1;18;3;Saison_fraiche;0;21.0;59.4;14.5;14053.96;11414.89;6975.91;2787.66;1117.01;784;80.5;19.5;2410431;128.72;15100.65;14078.67;15864.03
19/01/2023;2023;1;19;4;Saison_fraiche;0;22.6;64.3;14.8;14064.85;11423.74;6981.32;2789.82;1117.87;784;80.5;19.5;2410431;128.72;14053.96;14524.95;15025.04
20/01/2023;2023;1;20;5;Saison_fraiche;0;23.0;62.3;12.3;13746.36;11165.05;6823.23;2726.64;1092.56;784;80.5;19.5;2410431;128.72;14064.85;13592.38;16162.13
21/01/2023;2023;1;21;6;Saison_fraiche;0;21.9;73.9;17.1;13908.48;11296.73;6903.7;2758.8;1105.44;784;80.5;19.5;2410431;128.72;13746.36;12732.87;15243.95
22/01/2023;2023;1;22;7;Saison_fraiche;0;20.8;67.3;18.6;12304.34;9993.81;6107.46;2440.61;977.95;784;80.5;19.5;2410431;128.72;13908.48;13117.52;15914.95
23/01/2023;2023;1;23;1;Saison_fraiche;0;23.5;71.1;17.6;14474.51;11756.47;7184.66;2871.07;1150.43;784;80.5;19.5;2410431;128.72;12304.34;14599.96;14073.53
24/01/2023;2023;1;24;2;Saison_fraiche;0;20.2;60.9;18.7;13671.81;11104.5;6786.22;2711.86;1086.63;784;80.5;19.5;2410431;128.72;14474.51;15100.65;12127.82
25/01/2023;2023;1;25;3;Saison_fraiche;0;23.8;61.0;17.5;15471.34;12566.11;7679.45;3068.8;1229.66;784;80.5;19.5;2410431;128.72;13671.81;14053.96;15383.92
26/01/2023;2023;1;26;4;Saison_fraiche;0;22.0;61.3;19.8;12821.42;10413.8;6364.12;2543.18;1019.04;784;80.5;19.5;2410431;128.72;15471.34;14064.85;15629.91
27/01/2023;2023;1;27;5;Saison_fraiche;0;23.5;63.6;19.0;14571.67;11835.39;7232.88;2890.35;1158.15;784;80.5;19.5;2410431;128.72;12821.42;13746.36;15072.54
28/01/2023;2023;1;28;6;Saison_fraiche;0;18.9;62.4;15.5;12821.13;10413.56;6363.97;2543.12;1019.02;784;80.5;19.5;2410431;128.72;14571.67;13908.48;15999.41
29/01/2023;2023;1;29;7;Saison_fraiche;0;22.6;58.2;17.9;13431.46;10909.29;6666.92;2664.18;1067.53;784;80.5;19.5;2410431;128.72;12821.13;12304.34;15673.16
30/01/2023;2023;1;30;1;Saison_fraiche;0;18.8;70.8;16.4;13088.36;10630.61;6496.62;2596.13;1040.26;784;80.5;19.5;2410431;128.72;13431.46;14474.51;15058.87
31/01/2023;2023;1;31;2;Saison_fraiche;0;22.4;70.7;18.1;13706.88;11132.99;6803.63;2718.81;1089.42;784;80.5;19.5;2410431;128.72;13088.36;13671.81;10958.29
01/02/2023;2023;2;1;3;Saison_fraiche;0;22.9;71.5;18.3;15787.97;12823.29;7836.61;3131.6;1254.82;771;80.5;19.5;2410431;128.72;13706.88;15471.34;14861.12
02/02/2023;2023;2;2;4;Saison_fraiche;0;20.3;68.4;13.2;14400.77;11696.57;7148.05;2856.45;1144.57;771;80.5;19.5;2410431;128.72;15787.97;12821.42;14316.98
03/02/2023;2023;2;3;5;Saison_fraiche;0;22.9;72.5;17.0;14195.55;11529.89;7046.19;2815.74;1128.26;771;80.5;19.5;2410431;128.72;14400.77;14571.67;13687.65
04/02/2023;2023;2;4;6;Saison_fraiche;0;23.2;78.3;17.5;14502.21;11778.97;7198.4;2876.57;1152.63;771;80.5;19.5;2410431;128.72;14195.55;12821.13;13651.17
05/02/2023;2023;2;5;7;Saison_fraiche;0;21.6;74.9;17.4;13767.57;11182.28;6833.76;2730.85;1094.24;771;80.5;19.5;2410431;128.72;14502.21;13431.46;15512.79
06/02/2023;2023;2;6;1;Saison_fraiche;0;21.0;63.2;22.2;15290.65;12419.36;7589.76;3032.96;1215.3;771;80.5;19.5;2410431;128.72;13767.57;13088.36;12398.68
07/02/2023;2023;2;7;2;Saison_fraiche;0;22.6;66.7;15.9;15422.34;12526.32;7655.13;3059.08;1225.76;771;80.5;19.5;2410431;128.72;15290.65;13706.88;12152.04
08/02/2023;2023;2;8;3;Saison_fraiche;0;23.8;67.6;25.4;15781.1;12817.71;7833.2;3130.24;1254.28;771;80.5;19.5;2410431;128.72;15422.34;15787.97;14813.58
09/02/2023;2023;2;9;4;Saison_fraiche;0;22.6;64.2;21.3;15338.36;12458.1;7613.44;3042.42;1219.09;771;80.5;19.5;2410431;128.72;15781.1;14400.77;15731.6
10/02/2023;2023;2;10;5;Saison_fraiche;0;22.2;60.8;17.7;16077.55;13058.49;7980.35;3189.04;1277.84;771;80.5;19.5;2410431;128.72;15338.36;14195.55;14078.67
11/02/2023;2023;2;11;6;Saison_fraiche;0;25.7;73.4;21.6;14779.35;12004.07;7335.97;2931.54;1174.66;771;80.5;19.5;2410431;128.72;16077.55;14502.21;14524.95
12/02/2023;2023;2;12;7;Saison_fraiche;0;22.1;72.3;17.3;14520.62;11793.92;7207.55;2880.22;1154.1;771;80.5;19.5;2410431;128.72;14779.35;13767.57;13592.38
13/02/2023;2023;2;13;1;Saison_fraiche;0;20.7;73.1;18.2;14940.37;12134.85;7415.89;2963.48;1187.46;771;80.5;19.5;2410431;128.72;14520.62;15290.65;12732.87
14/02/2023;2023;2;14;2;Saison_fraiche;0;20.1;70.1;16.9;16234.77;13186.18;8058.39;3220.23;1290.34;771;80.5;19.5;2410431;128.72;14940.37;15422.34;13117.52
15/02/2023;2023;2;15;3;Saison_fraiche;0;22.0;75.1;19.9;15409.55;12515.93;7648.78;3056.54;1224.75;771;80.5;19.5;2410431;128.72;16234.77;15781.1;14599.96
16/02/2023;2023;2;16;4;Saison_fraiche;0;19.9;70.1;21.0;14837.0;12050.89;7364.58;2942.97;1179.24;771;80.5;19.5;2410431;128.72;15409.55;15338.36;15100.65
17/02/2023;2023;2;17;5;Saison_fraiche;0;24.4;80.9;19.7;16413.47;13331.33;8147.09;3255.67;1304.54;771;80.5;19.5;2410431;128.72;14837.0;16077.55;14053.96
18/02/2023;2023;2;18;6;Saison_fraiche;0;22.4;66.2;18.4;14505.22;11781.41;7199.9;2877.16;1152.87;771;80.5;19.5;2410431;128.72;16413.47;14779.35;14064.85
19/02/2023;2023;2;19;7;Saison_fraiche;0;22.3;74.6;21.3;13713.81;11138.61;6807.07;2720.19;1089.97;771;80.5;19.5;2410431;128.72;14505.22;14520.62;13746.36
20/02/2023;2023;2;20;1;Saison_fraiche;0;24.6;67.4;17.8;14724.47;11959.49;7308.73;2920.65;1170.3;771;80.5;19.5;2410431;128.72;13713.81;14940.37;13908.48
21/02/2023;2023;2;21;2;Saison_fraiche;0;24.6;67.9;18.0;15446.95;12546.3;7667.34;3063.96;1227.72;771;80.5;19.5;2410431;128.72;14724.47;16234.77;12304.34
22/02/2023;2023;2;22;3;Saison_fraiche;0;23.7;70.7;18.3;15719.88;12767.99;7802.82;3118.1;1249.41;771;80.5;19.5;2410431;128.72;15446.95;15409.55;14474.51
23/02/2023;2023;2;23;4;Saison_fraiche;0;21.2;63.4;18.4;16250.87;13199.26;8066.38;3223.42;1291.62;771;80.5;19.5;2410431;128.72;15719.88;14837.0;13671.81
24/02/2023;2023;2;24;5;Saison_fraiche;0;24.4;75.6;18.1;16682.12;13549.53;8280.44;3308.96;1325.89;771;80.5;19.5;2410431;128.72;16250.87;16413.47;15471.34
25/02/2023;2023;2;25;6;Saison_fraiche;0;22.8;67.9;19.6;13880.24;11273.79;6889.68;2753.2;1103.2;771;80.5;19.5;2410431;128.72;16682.12;14505.22;12821.42
26/02/2023;2023;2;26;7;Saison_fraiche;0;19.6;73.9;19.4;13431.62;10909.42;6667.0;2664.21;1067.54;771;80.5;19.5;2410431;128.72;13880.24;13713.81;14571.67
27/02/2023;2023;2;27;1;Saison_fraiche;0;22.6;66.7;18.1;15970.69;12971.69;7927.31;3167.85;1269.35;771;80.5;19.5;2410431;128.72;13431.62;14724.47;12821.13
28/02/2023;2023;2;28;2;Saison_fraiche;0;23.7;61.3;22.9;15951.81;12956.36;7917.94;3164.1;1267.85;771;80.5;19.5;2410431;128.72;15970.69;15446.95;13431.46
01/03/2023;2023;3;1;3;Saison_seche_chaude;0;22.0;66.6;18.4;16135.0;13105.15;8008.87;3200.44;1282.41;873;80.5;19.5;2410431;128.72;15951.81;15719.88;13088.36
